date,value
2025-01-01,47.633468757091165
2025-01-02,50.49499130838339
2025-01-03,48.689380770892875
2025-01-04,47.17064964933498
2025-01-05,48.21670250220765
2025-01-06,46.806182338856885
2025-01-07,50.95909531225317
2025-01-08,45.3933905315572
2025-01-09,44.49317492535517
2025-01-10,44.99493365202487
2025-01-11,44.67447677361979
2025-01-12,46.29628730360864
2025-01-13,40.73692442693717
2025-01-14,45.197051733668005
2025-01-15,42.89742911672007
2025-01-16,
2025-01-17,43.184712577685914
2025-01-18,43.98238891543556
2025-01-19,41.837196375836335
2025-01-20,43.18104519484335
2025-01-21,45.327539578896506
2025-01-22,40.22652713708978
2025-01-23,41.20561104967775
2025-01-24,40.17256542849375
2025-01-25,44.065963588518926
2025-01-26,39.7571168019799
2025-01-27,38.914615597392306
2025-01-28,38.98844617207172
2025-01-29,39.648565235363534
2025-01-30,38.117989964654775
2025-01-31,38.76310002182661
2025-02-01,39.619403710194156
2025-02-02,38.88905318015254
2025-02-03,
2025-02-04,38.14128984437045
2025-02-05,38.21576698904482
2025-02-06,39.02212349748453
2025-02-07,42.834613212021125
2025-02-08,36.64479617928225
2025-02-09,41.952248824290564
2025-02-10,35.632853664110925
2025-02-11,38.362940864460874
2025-02-12,37.141227413643605
2025-02-13,36.11445812695616
2025-02-14,39.078184763719975
2025-02-15,38.82479326742201
2025-02-16,36.617503732352986
2025-02-17,33.35741199192988
2025-02-18,36.679905070744965
2025-02-19,37.78340822191363
2025-02-20,37.503627222389355
2025-02-21,39.01687056358331
2025-02-22,41.387085258859976
2025-02-23,38.37274967450162
2025-02-24,38.71553673551525
2025-02-25,37.9213634627583
2025-02-26,40.02487156478448
2025-02-27,38.80780002192066
2025-02-28,39.318211353928646
2025-03-01,41.52291365804032
2025-03-02,38.4539686024387
2025-03-03,37.563075475664526
2025-03-04,39.11257869600384
2025-03-05,40.61748463423852
2025-03-06,39.48285351405217
2025-03-07,40.74627715764282
2025-03-08,37.44205034536663
2025-03-09,37.208831549191025
2025-03-10,38.02992476930582
2025-03-11,36.77023539697533
2025-03-12,39.72059915726684
2025-03-13,38.844949228300166
2025-03-14,42.38042270728876
2025-03-15,37.56255127560506
2025-03-16,43.489845353273196
2025-03-17,38.6625993295249
2025-03-18,38.40353829770329
2025-03-19,39.49569734469785
2025-03-20,45.32256017147151
2025-03-21,41.62482972525399
2025-03-22,43.0588710233076
2025-03-23,41.937216524543956
2025-03-24,42.43984273363959
2025-03-25,41.933239893531415
2025-03-26,43.38148791771054
2025-03-27,44.61419978376343
2025-03-28,47.336611019645794
2025-03-29,40.59606225028097
2025-03-30,47.941640618785
2025-03-31,46.160920854052954
2025-04-01,44.764474434693945
2025-04-02,44.80955303408135
2025-04-03,48.4073512907375
2025-04-04,47.202957076377075
2025-04-05,44.11186976260215
2025-04-06,48.35113920667462
2025-04-07,50.368743070949364
2025-04-08,50.26072931757693
2025-04-09,47.7662842609237
2025-04-10,46.82098539189329
2025-04-11,49.34805371803702
2025-04-12,57.012970252175215
2025-04-13,47.93000210280601
2025-04-14,49.859529807026156
2025-04-15,52.86408377946519
2025-04-16,52.37594950481263
2025-04-17,52.77959020853786
2025-04-18,57.79444199600202
2025-04-19,52.61348011592405
2025-04-20,54.87643890458981
2025-04-21,55.90381488360559
2025-04-22,54.49552662984901
2025-04-23,53.83869452238636
2025-04-24,57.88363530850508
2025-04-25,61.60733315175782
2025-04-26,59.43416579023505
2025-04-27,59.460145173963326
2025-04-28,60.110460871600964
2025-04-29,60.103164528365134
2025-04-30,63.67196464028201
2025-05-01,60.98911545241627
2025-05-02,59.99142903116287
2025-05-03,60.25669214877091
2025-05-04,64.30301802848811
2025-05-05,67.0013849263606
2025-05-06,66.09997050324388
2025-05-07,65.7452624294587
2025-05-08,68.06188259312395
2025-05-09,68.29242468778925
2025-05-10,70.35738094730853
2025-05-11,72.15300777487354
2025-05-12,68.39621974285402
2025-05-13,66.44080687271321
2025-05-14,71.2419264027591
2025-05-15,70.74131706551987
2025-05-16,75.28891637314902
2025-05-17,73.0313324093058
2025-05-18,71.59344272287211
2025-05-19,75.07159710238464
2025-05-20,74.12105134908231
2025-05-21,81.1803154380217
2025-05-22,79.84828390889614
2025-05-23,81.11511621802744
2025-05-24,81.81705306980972
2025-05-25,83.36034231855686
2025-05-26,84.89168405013815
2025-05-27,82.50050928135082
2025-05-28,81.70507673401661
2025-05-29,83.82613252550468
2025-05-30,86.41450075252135
2025-05-31,82.37131603707861
2025-06-01,90.79045176658767
2025-06-02,85.72650555963415
2025-06-03,91.74318665165828
2025-06-04,91.24385842158894
2025-06-05,93.19535064929931
2025-06-06,92.73616051741972
2025-06-07,95.17941295578613
2025-06-08,94.87624495176426
2025-06-09,95.79263770839603
2025-06-10,96.20552733727739
2025-06-11,102.15665991450165
2025-06-12,100.95381883419395
2025-06-13,101.76399372526471
2025-06-14,100.72887642393607
2025-06-15,103.15530333282139
2025-06-16,102.80554158465415
2025-06-17,104.96267294250107
2025-06-18,104.70175522087803
2025-06-19,111.4832882644051
2025-06-20,107.9861878189768
2025-06-21,108.95484235426377
2025-06-22,109.26877944899483
2025-06-23,111.60258907683658
2025-06-24,113.39021314486943
2025-06-25,115.5260408944336
2025-06-26,115.58935558160502
2025-06-27,114.94377798194475
2025-06-28,116.39085031236755
2025-06-29,122.06431933832685
2025-06-30,121.75442250168497
2025-07-01,124.6027864825071
2025-07-02,126.18055032884001
2025-07-03,126.24715992430545
2025-07-04,124.81653846498035
2025-07-05,129.00416984032117
2025-07-06,132.77919329570545
2025-07-07,130.4501439514837
2025-07-08,133.4012305025767
2025-07-09,134.07744408946562
2025-07-10,138.24475559309448
2025-07-11,135.54942781401323
2025-07-12,140.62706374401574
2025-07-13,
2025-07-14,139.791708092985
2025-07-15,142.8447201460865
2025-07-16,144.76491383601504
2025-07-17,149.36805921301888
2025-07-18,147.65907515773745
2025-07-19,148.89155612369876
2025-07-20,153.19228588780328
2025-07-21,152.70710788842308
2025-07-22,151.7314496396641
2025-07-23,157.2569407706164
2025-07-24,154.6007624611413
2025-07-25,156.3265054433326
2025-07-26,157.48295860122417
2025-07-27,158.8725099434441
2025-07-28,162.98634658967964
2025-07-29,163.38919567091293
2025-07-30,158.54366157272688
2025-07-31,166.568473876101
2025-08-01,167.68417548838872
2025-08-02,172.13065072859771
2025-08-03,170.85348277707928
2025-08-04,178.70351558242177
2025-08-05,178.0735871575405
2025-08-06,176.16517921798044
2025-08-07,180.91924615766618
2025-08-08,181.3554234253819
2025-08-09,182.4669315929605
2025-08-10,185.31030451121487
2025-08-11,185.528141748521
2025-08-12,187.62570231215497
2025-08-13,190.5267050325579
2025-08-14,194.72990548349097
2025-08-15,192.88238994443935
2025-08-16,193.23740667005566
2025-08-17,191.86153828981205
2025-08-18,201.62760694392725
2025-08-19,198.9735165748561
2025-08-20,202.37461858016255
2025-08-21,206.931814473854
2025-08-22,205.40020464186097
2025-08-23,206.39065947624508
2025-08-24,211.46434595508748
2025-08-25,211.40147413512787
2025-08-26,213.51721120944683
2025-08-27,211.17367825905652
2025-08-28,218.51683041448518
2025-08-29,218.7511761359833
2025-08-30,217.1618212405538
2025-08-31,222.79018822322655
2025-09-01,219.6199486521765
2025-09-02,230.363950405026
2025-09-03,225.42129040003647
2025-09-04,232.80358553143685
2025-09-05,229.9190889037627
2025-09-06,234.64045142194144
2025-09-07,233.680743486781
2025-09-08,239.49423044379563
2025-09-09,239.0343625161855
2025-09-10,242.4555590924154
2025-09-11,243.575128763158
2025-09-12,242.8486704270327
2025-09-13,248.63321371938108
2025-09-14,248.6735250286685
2025-09-15,253.83562558601523
2025-09-16,253.34828038369864
2025-09-17,255.75147218194337
2025-09-18,261.3658529287459
2025-09-19,264.8682735890159
2025-09-20,263.79206791142417
2025-09-21,263.77071980515325
2025-09-22,265.7306773432877
2025-09-23,266.98764602936285
2025-09-24,269.5295236328929
2025-09-25,272.39778051299203
2025-09-26,279.0485059339898
2025-09-27,276.91055665829293
2025-09-28,277.0478939916038
2025-09-29,281.78833053425075
2025-09-30,284.27625685152213
2025-10-01,286.2162709197009
2025-10-02,289.9793824451704
2025-10-03,290.76301102271805
2025-10-04,294.41745498429464
2025-10-05,293.58431329188454
2025-10-06,300.98145887629045
2025-10-07,300.20995957668714
2025-10-08,302.80043794081405
2025-10-09,302.73597621237343
2025-10-10,307.5636539825328
2025-10-11,310.2471301133406
2025-10-12,308.94046313234986
2025-10-13,310.30681682322466
2025-10-14,316.56733204721894
2025-10-15,317.367460353089
2025-10-16,321.23984293827147
2025-10-17,320.5229278582038
2025-10-18,322.37898817123465
2025-10-19,328.3183789260022
2025-10-20,329.6204324780863
2025-10-21,328.52360095769967
2025-10-22,337.8661976362155
2025-10-23,335.0096858636325
2025-10-24,345.22664990422084
2025-10-25,341.29696654222283
2025-10-26,345.823121136252
2025-10-27,350.79889802077435
2025-10-28,352.9588678556577
2025-10-29,356.47727281245375
2025-10-30,351.9738475222393
2025-10-31,355.27326900498554
2025-11-01,360.53199454818804
2025-11-02,364.30449487579546
2025-11-03,365.15754511324076
2025-11-04,364.46901192857325
2025-11-05,371.3131563179296
2025-11-06,372.516497223532
2025-11-07,375.08752208208824
2025-11-08,373.5490991643789
2025-11-09,382.31496840895664
2025-11-10,383.63540812057096
2025-11-11,389.5703291132779
2025-11-12,388.47598470693765
2025-11-13,392.4126802610381
2025-11-14,395.6086363522105
2025-11-15,393.12767688267763
2025-11-16,404.5383998932032
2025-11-17,401.13841522415476
2025-11-18,405.69413320428504
2025-11-19,408.7011640138983
2025-11-20,408.5154317440194
2025-11-21,416.5739606628952
2025-11-22,416.15691053870887
2025-11-23,417.9530547261853
2025-11-24,421.4220159247769
2025-11-25,425.448504397218
2025-11-26,426.72659632961944
2025-11-27,431.26385982076647
2025-11-28,428.9352557220646
2025-11-29,433.62406002034703
2025-11-30,433.6673993703814
2025-12-01,444.7740163136859
2025-12-02,447.59298425536986
2025-12-03,447.733232135066
2025-12-04,447.319763858174
2025-12-05,456.99975654443665
2025-12-06,453.8961710437366
2025-12-07,457.5735857461897
2025-12-08,461.2240668114614
2025-12-09,464.723031884038
2025-12-10,468.03260520340865
2025-12-11,471.04792327494897
2025-12-12,472.3359518292922
2025-12-13,476.91620190351347
2025-12-14,478.1665846810086
2025-12-15,482.6786068737444
2025-12-16,485.49958355566156
2025-12-17,489.02569458159627
2025-12-18,491.78093339804195
2025-12-19,492.63513525017737
2025-12-20,497.46242034311797
2025-12-21,500.88679947582983
2025-12-22,500.0427512221026
2025-12-23,505.131911285538
2025-12-24,509.96122778243665
2025-12-25,515.2385849894592
2025-12-26,516.5548003722574
2025-12-27,521.5447559739551
2025-12-28,520.3082532196461
2025-12-29,524.7203809844954
2025-12-30,528.9564705990523
2025-12-31,525.8272965730005
