p1,p2,p3,p4
3.745401188473625,1.72702994208898,9.72385431116733,-0.6993369298017359
9.50714306409916,2.966813971913723,2.5857954315774934,-0.8912831701876964
7.319939418114051,-2.49532101207501,13.085918450322223,-0.04914018904331806
5.986584841970366,1.248740996069989,9.196743586038622,1.550008398201542
1.5601864044243652,0.7174598314374867,2.3580582533543137,0.9206617345712996
1.5599452033620265,3.3283037678827103,14.435070862218103,1.005437076252719
0.5808361216819946,4.060870604812605,7.77548195002981,0.6823905712374975
8.661761457749352,-4.878432285226132,1.093476778074825,-0.6176039882432622
6.011150117432088,1.7401991905879264,9.402493566226008,1.6143227221504413
7.080725777960454,-4.48164200880271,3.7979836051921536,0.8644144675459214
0.20584494295802447,0.48858665077355923,12.055401778159537,0.767552177859983
9.699098521619943,-2.123672709563218,12.26733110349286,-1.2206208309541795
8.324426408004218,-1.932234004778588,14.684210337819929,-1.0741737374923919
2.1233911067827616,-1.4704149654764342,7.528042965367556,0.25861432313133087
1.8182496720710062,1.2129244904961016,6.824353195916057,1.0777906025915303
1.8340450985343382,-1.659500343312308,11.30213408169721,0.4700572246987408
3.0424224295953772,2.3269905059028044,1.9870598451288983,-0.07748927499771001
5.247564316322379,-0.9547261442613033,8.203732706896863,0.07239645987188104
4.319450186421157,-4.316467996900414,8.193714001962764,-0.9319903864806922
2.9122914019804194,2.8375984248410724,1.3420968421558084,0.08621007043961684
6.118528947223795,-2.14241675407294,6.269761282603704,-0.24995435669364185
1.3949386065204183,-0.6723312040073735,12.79927197850803,1.0481281563543488
2.9214464853521815,1.8544388322190155,12.842304329919903,0.020268783948257763
3.663618432936917,-1.67543842851288,1.488564973795215,-1.1577359691400102
4.56069984217036,-4.4341434385328435,1.3608132412174627,-0.30353639255335685
7.851759613930136,-1.260789529871864,3.9404321550290295,-0.3044107737249173
1.9967378215835974,4.444485826943033,13.121490938309902,0.38095969319612555
5.142344384136116,1.4173439729855817,1.933538776102484,0.27904173909602864
5.924145688620425,1.7147914866720697,10.799952039411695,1.3469007449821018
0.46450412719997725,1.3228215363763987,1.5174842941965483,1.1308806573430414
6.075448519014383,-3.010078610405632,9.34706780621738,0.21207635732240523
1.7052412368729153,-0.8166613589771989,5.341009486787172,0.9683152129622563
0.6505159298527952,2.509397983633183,11.833709444488004,1.2596305822204092
9.488855372533333,-3.9862710244684085,3.505356732380454,-1.3189148440237024
9.656320330745594,-2.2214722391028774,9.588027440849398,-1.559481546943262
8.08397348116461,-2.236808915341464,3.535238018638274,-0.85195896333026
3.0461376917337066,-0.6798107240549403,10.704904246682307,-0.543662582662771
0.9767211400638387,4.803687409421851,13.105170518411231,0.1004228133896391
6.842330265121569,-4.324974533161781,1.9020269869014006,0.8721978134504046
4.4015249373960135,0.18700994380595048,12.998935328932554,-0.5193416651558252
1.2203823484477883,-3.2063531798778957,8.90362881621447,0.7714371300062416
4.951769101112702,4.706765454097441,1.9066573630053596,-0.5949270462718177
0.34388521115218396,-3.866964952725358,6.4131278303956805,-0.12538990485937632
9.093204020787821,-0.963989976384088,2.4129044022764683,-1.4513594839516277
2.587799816000169,2.3788498483460616,10.505218332998542,0.24597874348138823
6.62522284353982,2.045544280274453,11.383022016269244,1.6012764276716274
3.1171107608941098,-0.772713631060677,1.5869478040919844,-0.6017436622541368
5.200680211778108,-1.5347583204728177,7.592097790419665,-0.2330579984237351
5.4671027934327965,-1.0238762144712945,12.219375840388757,0.25399222560905726
1.8485445552552704,-2.357237368413607,14.042445623264948,-0.07793161190516126
9.695846277645586,-2.946670612932002,7.70276800112655,-1.1935090600981773
7.7513282336111455,-0.1696030244111002,14.254188354171106,0.22134461783951026
9.394989415641891,-2.314662439323927,8.035334556840446,-1.6746058853894166
8.948273504276488,-2.125383351027499,5.91285741899862,-1.5655074680204013
